trip_id,biker_id,from_station_id,to_station_id,tripduration,temperature
10680419,15046,69,287,22.75,79
12255363,21251,85,143,21.08333333,63
12471345,16867,211,303,20.2,50
13344749,22782,125,133,5.383333333,33.1
5333391,12729,128,350,3.5,68
12206032,18518,340,349,3.066666667,73.9
3475829,18410,198,92,10.85,73.4
3473860,22432,239,293,21.01666667,73
14690514,20725,251,323,2.583333333,84.9
12568460,15296,220,157,28.06666667,63
10667275,14441,87,292,16.06666667,82
13009482,15273,49,174,5.016666667,26.1
3879434,16723,81,91,5.233333333,59
7612588,13537,112,100,7.95,68
1805441,22805,34,249,31.61666667,80.1
12316569,17864,318,229,4.266666667,48
7071263,16104,143,224,7.866666667,72
9998815,11497,157,268,13.25,70
7714211,12843,88,66,6.983333333,73.9
13380226,13445,14,282,4.783333333,50
15962903,20447,291,145,10.41666667,77
2838060,23572,22,317,6.3,73.9
14703411,22363,327,140,22.18333333,79
14813606,16754,211,38,9.866666667,78.1
4261528,12792,287,23,8.833333333,28.9
11637456,22503,465,334,22.76666667,69.1
5285156,20307,288,53,12.75,75.9
7613220,22260,192,49,5.35,71.1
11485669,24428,31,158,19,77
2458735,15009,163,111,20.73333333,78.1
17108495,12383,75,24,16.9,55.9
17034510,15883,283,264,12.81666667,77
2604237,12265,74,44,13.01666667,66.9
7121256,16467,472,239,5.75,59
6987502,10030,91,140,24,72
14709136,10042,68,170,8.616666667,82
14853612,14592,130,69,2.85,69.1
15801240,12910,107,91,5.666666667,80.1
3090327,22975,177,231,31.05,66
1977265,11756,66,85,10.83333333,57.9
4672114,10276,264,192,8.383333333,44.1
13457269,20897,196,283,11.7,36
13963846,24819,32,107,6.016666667,57.9
5321832,19138,364,114,28.25,75
11380241,15884,234,316,4.483333333,75.9
4084014,22528,162,258,5.666666667,69.1
10171394,13014,376,510,11.38333333,86
15236548,20624,92,260,24.5,82.9
11864607,22497,152,240,12.48333333,75
13018607,23811,230,219,13.36666667,42.1
14485443,24539,283,125,9.283333333,91.9
16250759,20604,33,75,5.016666667,64
1257351,23184,230,242,10.43333333,21.9
16362051,19277,478,239,9.283333333,69.1
9507351,18461,49,91,5.65,64
10799713,15097,158,30,24.98333333,84
8397723,10106,493,116,25.58333333,34
5569481,22326,417,423,12.56666667,84
9051196,21841,50,52,9.8,37.9
11864617,19241,91,140,14.6,75
3528547,16905,75,134,3.633333333,77
1470373,14864,174,54,11.86666667,66.9
12640229,21139,291,157,21.9,66.9
16764406,22580,367,4,23.95,78.1
12796715,18595,115,156,3.333333333,39.2
15545790,17319,31,85,10.66666667,84.9
13057016,20460,282,3,18.9,39
1657442,17473,232,245,20.08333333,82
8683178,19730,286,110,9.383333333,37.9
14884454,15289,181,110,7.833333333,86
13078029,22785,36,77,4.95,41
13108384,15188,21,202,13.05,26.1
11492874,15091,138,98,15.05,71.1
2590294,15852,77,283,5.1,64.9
16086271,23099,591,483,4.816666667,66.9
5686495,20262,140,110,3.183333333,70
13812107,14113,52,75,13.65,72
9787950,21330,230,493,5.583333333,78.1
4855662,12467,210,31,15.13333333,60.1
3770323,17617,223,219,11.4,61
2818089,11764,113,90,22.33333333,61
13118953,17364,260,501,3.066666667,30.9
17314998,16514,53,258,24.66666667,32
16988726,13041,527,514,2.416666667,62.1
12613181,22174,25,24,9.333333333,60.1
14764109,18011,499,492,17.85,71.1
2371959,11703,176,30,18.3,73
9844214,13217,359,230,23.46666667,79
14771399,11350,240,254,2.483333333,69.8
15651506,24354,174,180,16.66666667,73.9
11754204,15563,349,332,2.316666667,82.9
6676427,12177,152,226,4.25,68
8663260,16036,138,493,17.78333333,30
3271727,23312,334,177,7.083333333,87.8
5804030,12239,35,313,22.05,75.9
8660658,20708,301,195,14.9,37.9
11934473,13046,48,31,4.6,81
16914288,20654,287,43,7.533333333,57
4549994,18911,17,61,3.066666667,17.1
14640553,22959,150,76,21.6,72
13212947,24254,142,100,12.11666667,32
7121799,14610,191,56,7.433333333,60.1
15062698,18497,28,181,20.56666667,75.9
2039264,19271,113,230,15.78333333,68
17438924,23849,81,350,19.78333333,26.1
4573777,24550,134,59,13.58333333,16
10277298,10188,71,66,3.65,72
9682151,10687,118,94,5.6,81
8224524,15694,181,214,13.1,33.1
14085264,10010,47,283,8.2,45
14604697,23274,331,211,19.86666667,78.1
10792275,15450,182,289,4.45,84
14300103,11449,134,158,19.28333333,84
8674228,17795,227,115,7.35,41
7468634,21041,300,194,21.76666667,68
9048513,14318,71,113,19.21666667,45
14560076,12155,374,183,15.51666667,84.9
2246561,24570,232,289,25.36666667,78.1
6084507,11142,33,19,18.26666667,75.9
1323467,20345,46,174,10.63333333,46.9
15378463,20007,347,244,6.233333333,72
11840977,21363,164,198,7.133333333,78.1
4882606,19061,211,91,12,64
15486228,21348,111,118,10.58333333,75.9
10180506,17733,76,85,18.88333333,84
8568583,10466,321,414,8.866666667,35.1
7125912,10986,33,49,3.85,63
17438696,15431,232,117,10.8,26.1
10284402,22698,43,164,7.75,66
13438202,22235,61,77,18.28333333,45
14995932,24870,146,77,12.98333333,84.9
17331055,13125,56,66,2.566666667,45
13522601,20645,273,237,12.2,57.9
15009731,18325,145,117,30.95,64
11049627,21439,24,177,16.9,71.1
6298334,14882,120,73,24.4,80.1
9044515,11447,194,7,5.15,46
5080322,17231,24,287,8.15,72
14532089,15067,192,264,15.6,82
14378443,15507,134,138,15.1,73
17463539,10634,342,192,16.31666667,19
10966856,20705,377,510,7,82.9
15926301,22105,150,101,30.38333333,84
7392799,23499,60,74,11.76666667,64.9
17357054,18719,7,142,7.8,59
1532105,17854,123,69,7.133333333,50
11861252,23512,334,220,5.8,80.1
2200459,11070,94,220,11.65,69.8
9399898,10467,91,142,15.86666667,55.9
4258938,19064,91,134,6.05,18
2274296,10942,26,217,16.23333333,60.1
7999429,23944,111,133,4.3,70
13119068,15477,32,320,3.133333333,30.9
15277326,19521,290,174,24.06666667,79
15389870,19532,49,126,13.16666667,82.9
2447343,16576,176,291,4.066666667,84.9
8251063,20688,158,222,4.883333333,45
16422521,23044,81,126,16.65,75.9
9569940,20341,66,30,11.28333333,64
13085557,22874,75,43,10.21666667,35.1
16512013,14260,133,49,8.116666667,77
4593849,14358,289,192,15.66666667,37
9232399,19357,322,248,2.366666667,62.1
4741222,17506,174,32,12.16666667,59
17081797,17510,110,68,11.6,43
6571607,22661,236,176,7.316666667,84.9
17265479,24180,66,192,3.7,48
3337098,16303,48,91,8.233333333,73
2158578,12055,214,181,16.6,81
7015963,10421,212,174,5.55,73
6455770,19630,333,143,23.93333333,78.1
15927809,13024,6,85,17.2,86
2351390,10509,59,90,14.33333333,84
3964248,21779,48,100,6.116666667,51.1
5437736,15348,474,474,25.85,69.1
14109349,21821,284,197,4.716666667,55.9
8178013,20310,239,144,25.23333333,53.1
4192250,22181,29,217,6.4,43
17476874,10006,203,442,5.716666667,21
12458674,12079,98,56,7.933333333,46.9
6600069,23321,287,140,10.93333333,86
11980768,12296,175,75,4.716666667,66.9
7401330,18828,289,176,7.033333333,66
6249745,24646,286,45,8.183333333,66.2
6809455,20929,173,98,11.35,79
8715198,10850,13,226,4.916666667,42.1
13495945,16796,91,81,6.15,43
12145061,14584,85,94,11.15,64
3314935,19567,324,196,24.15,75
16782260,13947,332,152,4.233333333,75.9
9909858,21206,94,219,15.51666667,68
15444946,19945,84,128,12.56666667,72
8046722,21832,192,31,11.76666667,53.1
12078642,15843,100,138,10.95,82
16104223,10997,597,601,22.78333333,64
1585805,20316,66,192,7.916666667,60.1
7418909,15118,338,90,12.5,62.1
13086220,12412,48,51,7.816666667,35.1
4373989,13427,45,91,9.816666667,28
12489544,11009,75,109,4.783333333,51.1
4448868,12693,114,131,10.08333333,37.9
17315622,13204,145,222,28.78333333,30
15654532,21502,26,51,6.25,70
16175496,18481,287,174,2.466666667,66.9
7743309,19436,66,46,7.933333333,54
13555044,23870,278,405,4.766666667,42.1
11503540,14662,279,368,10.21666667,79
2819397,12540,128,44,18.45,63
4380855,15161,349,301,14.95,28.9
12298410,21949,36,21,6.333333333,73
4640824,14030,24,76,17.28333333,57.9
7047377,13497,48,81,12.85,78.1
14368212,22026,84,287,8.45,60.1
14691124,11543,89,77,6.916666667,84.9
7653664,22098,411,209,16.15,72
2932811,15490,260,29,19.68333333,84.2
15508320,15337,43,181,10.28333333,75.9
14481450,24261,141,156,12.8,91.9
5067126,15848,48,77,7.15,50
16366462,12105,89,414,6.833333333,64
3513886,14196,260,290,6.133333333,72
13834029,23276,227,246,5.416666667,57.9
9558083,10485,75,142,17.26666667,53.1
1764991,12712,227,318,2.733333333,62.1
9532291,19613,194,84,15.91666667,64.9
14836326,22102,53,142,7.55,73.9
3768572,12443,199,81,8.683333333,64.9
7523745,23733,84,195,13.71666667,72
14562341,11019,114,302,28.8,77
11351594,13419,158,502,18.53333333,82.9
10533362,17380,36,5,4.65,69.1
1369764,16152,55,192,15,60.1
10490649,13585,26,142,2.7,69.1
11967990,13040,98,41,6.883333333,86
11574812,16153,156,302,6.533333333,77
6680321,19177,199,35,7.5,75.9
5831244,22228,293,325,7.15,77
12976424,12157,20,224,3.883333333,35.1
16493718,19395,22,32,4.233333333,75
10314436,13099,256,157,22.83333333,87.1
2732512,14836,62,192,24.4,68
8474646,17262,71,38,7.783333333,48
2774322,12065,170,108,8.883333333,73
11816320,21263,296,152,7.016666667,71.1
8330501,18566,192,224,20.76666667,37.9
13751404,19658,69,116,7.816666667,57.9
6768408,10677,88,212,17.31666667,81
3456692,22952,188,219,21.41666667,78.1
7382465,13622,148,149,3.766666667,73.9
6398041,24846,323,229,11.9,78.1
1595127,22396,99,177,26.93333333,60.1
10886005,17823,110,99,8.616666667,87.1
2388609,18464,154,117,4.183333333,63
15707998,21252,72,217,24.83333333,73
3015173,15808,81,37,3.65,81
13294307,15160,174,49,6.733333333,51.1
1924707,17305,72,81,20.7,77
8776865,23108,36,394,6.716666667,55.9
5946932,18717,306,240,2.2,59
10740295,10589,459,451,23.93333333,77
16405660,18685,130,214,7.3,64.9
8748446,16907,264,38,4.966666667,25
13943399,20884,37,81,11.35,64.9
13921332,15432,66,212,5.883333333,55.9
1739690,15409,232,152,11.28333333,69.1
15567907,23643,604,596,5.316666667,75.9
2374205,14384,54,49,16.95,64.9
8129283,21371,39,71,13.58333333,53.1
13726433,14959,74,48,2.7,68
13375743,22451,183,376,7.283333333,42.1
13424091,12972,26,176,12.51666667,46.9
2910745,15292,13,110,22.9,82
1931319,12401,99,313,17.5,81
4444481,21668,46,174,16.86666667,33.1
12588283,17195,54,373,17.18333333,61
2848763,11928,51,299,25.83333333,72
6604857,11180,418,423,3.9,84
5223000,18563,118,93,7.2,63
7930337,20960,219,287,23.33333333,51.1
12828683,24834,192,194,11.21666667,43
11403380,22744,248,423,3.833333333,78.1
11722384,10153,173,110,3.8,86
3811259,21945,174,197,7.383333333,50
15080714,23484,32,19,4.183333333,84
4252397,11260,47,140,6.15,24.1
5959895,16983,13,153,5.75,57
9628377,19781,76,324,30.68333333,63
12877918,20203,91,125,7.966666667,32
17381796,17368,77,198,3.45,45
6670803,11711,156,299,4.4,78.1
8127018,15566,176,46,15.35,55
7903225,22733,289,141,4.033333333,69.1
4141022,24331,274,222,35.13333333,44.1
7904595,20510,20,307,7.733333333,75
15655008,22133,240,312,5.116666667,70
11365108,20817,306,141,18.61666667,77
13204446,23471,336,413,6.133333333,46
15368198,11694,192,161,14.56666667,80.1
7604564,13454,287,321,10.96666667,78.1
12603742,12670,284,237,21.05,57.9
5599854,14874,13,232,8.933333333,59
12517785,19146,471,477,5.666666667,46.9
9576534,18706,287,44,8.233333333,48.9
2596835,17790,324,349,14.78333333,60.8
14925502,10208,71,223,30.01666667,79
9414000,17358,7,91,9.2,48.2
3108530,19349,192,21,13.36666667,68
14501682,15459,52,192,9.833333333,95
8002239,21028,217,91,8.116666667,66.9
11052976,18515,162,457,24.86666667,75.9
8056495,18144,176,144,17.9,61
12353057,16114,69,378,20.38333333,64
12849247,18257,254,312,3.316666667,37.9
16623224,19895,98,40,2.916666667,81
4554989,21336,72,5,6.3,28.9
8822179,21768,329,35,28.18333333,54
11533521,16625,211,31,5.3,79
13868621,24602,110,140,2.65,55
9542188,13474,231,245,2.983333333,45
15627914,13189,145,61,18.51666667,77
7445506,23006,16,118,12.18333333,66.9
16655731,22202,53,142,6.983333333,82
15634271,23918,76,289,23.11666667,66.9
15239797,14081,310,69,4.466666667,75
8469693,17340,99,24,2.75,61
12805528,15198,217,108,8.933333333,39
13185240,22746,255,195,20.03333333,45
4453138,21037,192,173,17.9,37.9
4933085,12596,264,43,2.683333333,36
12537664,12491,59,33,8.233333333,70
7717895,18807,191,133,7.266666667,63
10964391,13180,374,85,27.41666667,84.9
13466929,24612,337,196,6.216666667,50
14371468,15815,192,44,8.766666667,71.1
8367268,15358,258,480,18.95,36
12785420,23351,16,87,9.533333333,35.1
6102953,14973,68,103,4.166666667,59
8631962,10098,192,80,6.616666667,27
14124302,13319,76,7,5.15,63
16172151,22225,337,211,5.2,68
1431216,10793,344,239,6.166666667,59
7140133,23961,13,291,16.11666667,57.9
15503495,10119,335,184,7.7,82.9
7511388,22895,129,205,4.166666667,84.9
17329645,15351,332,34,7.983333333,55.9
9739368,15718,127,299,9.7,81
13126854,13345,59,19,13.6,30.9
13882986,13032,225,115,16.66666667,51.1
2949179,14556,223,152,7.266666667,73.9
6733588,15250,73,310,22.83333333,80.1
12115328,19616,26,56,11.01666667,57
2244795,18773,99,49,14.8,73
3987516,11750,313,27,10,46
14029705,13806,75,233,6.35,72
8180362,21007,343,54,20.95,55
8473214,22076,66,75,5.083333333,50
13566292,15445,144,224,5.25,54
14518883,14193,288,307,10.51666667,86
15679770,10463,268,330,26.66666667,73.9
8892419,17855,7,176,24.15,60.1
16168075,17306,195,192,11.98333333,63
7824435,16004,470,470,3.466666667,69.1
16860489,17741,46,67,20.93333333,77
17160981,24229,39,192,5.933333333,42.1
12626429,10751,308,114,9.283333333,63
13301600,17265,186,287,21.63333333,39
9961977,15005,77,214,16.28333333,66
7510397,20113,112,18,8.4,82.9
11816707,12131,329,131,11.98333333,71.1
15467537,12762,27,58,42.21666667,66.9
13396637,10171,27,141,5.65,26.1
14035621,12489,261,75,12.85,87.1
15439645,10657,622,506,15.11666667,75.9
11766790,18823,94,133,16.23333333,71.6
12908575,15132,287,56,8.016666667,21
7115986,22024,301,299,19.26666667,66.9
9574014,11303,340,223,12.05,48.9
9176183,14940,315,16,3.966666667,57
17149032,14299,44,77,6.7,39
15037201,12978,69,307,9.766666667,80.1
10585650,14728,20,48,8.033333333,79
5812615,14307,427,388,21.18333333,72
3924128,14759,85,94,11.18333333,55
11033085,22234,59,178,7.366666667,77
16209262,12275,268,306,35.26666667,82.9
15655411,11745,227,229,2.833333333,70
4800886,22680,174,350,15.16666667,43
11148260,17721,140,94,9.283333333,84
11504240,15471,150,394,28.06666667,79
16547337,13208,88,73,7.816666667,79
13573053,12816,133,198,7.15,61
12368715,13087,175,414,5.65,71.1
17454464,20123,623,90,4.866666667,30
6680762,17064,62,132,11.16666667,78.1
2992619,24988,174,47,8.8,73
13383584,22318,240,254,3.616666667,39.9
12853154,20418,426,418,7.383333333,36
4509024,11015,143,34,6.733333333,3.9
8915042,10257,67,20,13.95,53.1
1958216,22608,110,192,11.1,64
9556956,14104,300,115,3.416666667,50
11606980,17550,133,158,20.93333333,78.1
12230321,17086,237,62,4.283333333,68
8470644,23743,74,199,8.366666667,59
12508211,10118,225,192,20.51666667,46
2529602,17457,90,35,12.41666667,75
13973536,19307,81,309,24.55,64
15838136,22486,112,32,9.633333333,69.1
8596870,18491,45,287,6.283333333,32
7239635,19942,459,458,13.25,80.1
3316133,15620,129,124,17,78.1
6840426,11101,56,372,17.26666667,75
3694910,20205,115,228,8.883333333,57.2
13709042,15439,91,217,7.05,73
10717202,17012,304,125,27.33333333,70
2218304,19856,194,126,13,78.8
16716531,13151,140,112,13.28333333,61
6636763,21044,31,282,22.75,72
9268308,15302,273,174,15.91666667,68
9464899,10721,4,59,10.75,50
6174170,23503,4,76,21.46666667,77
3872886,19953,106,48,7.416666667,59
14657719,21464,245,115,13.01666667,68
13847810,21408,32,32,8.383333333,51.1
12201997,24898,91,195,9.9,66.9
12875132,21256,92,112,5.55,33.1
14973615,24454,195,98,7.4,89.1
15970693,22373,156,131,7.566666667,78.1
13348475,14794,130,128,4.7,39
13492763,19989,87,188,2.5,43
8279663,18294,499,290,8.15,37.9
3412556,22557,75,283,3.283333333,72
11571800,19225,117,300,7.466666667,81
9855630,10007,354,432,4.766666667,73.9
16094336,20433,47,195,7.733333333,77
12311507,22594,91,31,8.983333333,64.9
16252754,18191,77,74,11.41666667,63
15058482,15913,192,164,6.066666667,78.1
6612213,19653,268,251,26.48333333,70
3128392,10532,13,165,7.466666667,59
4161618,17394,192,173,12.5,39.9
17330249,24616,298,298,14.53333333,54
15824917,23466,59,14,14.48333333,80.1
13579395,12726,461,249,18.28333333,66.9
15942449,10379,91,110,9.616666667,73
3879489,19618,230,298,6.483333333,59
12384469,23182,131,289,15.23333333,81
6648210,19144,61,210,5.116666667,89.1
4209624,17902,223,77,18.88333333,43
1891922,21694,136,59,16.38333333,84.9
12282387,14309,74,53,3.433333333,69.1
5255615,19232,91,283,8.683333333,68
11088728,23764,284,177,27.48333333,82
14625885,19882,287,90,6.433333333,79
10898662,22253,212,133,2.35,81
4560906,13717,217,164,9.066666667,14
5067557,19077,144,77,21.41666667,52
14498057,23753,181,161,9.033333333,91.9
12584134,15397,253,344,7.15,59
2870966,24484,325,314,8.483333333,71.1
3488963,14340,289,28,6.35,75.9
14077934,14462,247,12,19.35,73.9
3135271,23141,176,181,6.266666667,75
17350782,17760,227,489,19.65,52
15084186,21313,174,48,9.4,80.1
17123759,18507,36,175,3.05,39.9
2948474,14455,49,118,15.86666667,73.9
6416330,21203,462,344,6.883333333,78.1
8609514,15279,308,117,9.166666667,27
17008711,11204,60,315,11.8,54
7468380,20795,181,211,6.3,68
8044398,13000,53,192,9.533333333,55
1389239,10052,194,255,17.08333333,68
17104069,14055,133,56,11.48333333,57.9
13319631,16678,94,195,34.36666667,48
1687620,13375,248,345,5.683333333,46
1237063,13785,66,24,15.93333333,43
15891631,19876,43,255,12.26666667,80.1
9712570,16407,91,49,6.633333333,72
13280105,15470,77,133,5.033333333,55
5215301,23190,157,289,34.3,73.9
2442448,20263,292,327,22.96666667,73.9
2992343,13884,77,109,6.266666667,73
2168988,18729,340,324,2.533333333,60.1
15045632,22461,198,41,21.45,84
7583597,11170,342,19,4.966666667,71.1
10100286,20129,212,80,11.63333333,80.1
14608336,13008,195,35,13.41666667,75.9
10400315,16075,75,107,15.23333333,73.9
10990605,24542,303,219,19.16666667,71.1
14783568,19164,112,43,10.01666667,69.1
7283765,22625,299,13,8.133333333,82
3542281,21284,191,283,6.016666667,50
13025774,16949,241,225,23.2,21
16540700,10336,414,41,7.633333333,84
12638420,18984,52,106,8,60.1
13267953,17299,110,28,13.1,64.9
15551106,22208,100,27,10.25,77
12038447,11991,91,109,9.6,73
3404470,16289,93,307,9.916666667,81
10681548,19223,53,53,34.66666667,78.1
16267543,10131,211,68,16.71666667,66.9
4320881,22288,184,149,5.383333333,28
4703787,24688,94,99,14.13333333,39.9
3377232,12943,72,135,15.31666667,77
3905695,20564,122,61,14.21666667,51.1
16768359,17052,511,116,6.35,69.1
17092480,10402,349,343,4.333333333,51.1
8846859,11568,37,59,13.25,30
10068095,13588,107,74,9.733333333,69.1
15830528,16934,68,134,3.966666667,75
3225879,23264,90,91,5.583333333,80.1
9290688,19393,192,112,7.433333333,48.9
4105570,14776,255,43,8.016666667,44.1
12970441,24766,33,111,13.16666667,32
12113509,18047,287,107,5.366666667,64
15618827,13887,457,526,12.38333333,70
3504324,17650,52,181,6.816666667,66
11441743,23369,183,277,9.616666667,72
7072697,22485,113,94,10.21666667,75.9
10833440,23401,307,228,27.41666667,86
12366758,14058,71,211,14.55,71.1
4349026,19238,305,123,11.41666667,45
13940151,10968,284,197,3.683333333,57
5541966,10921,287,35,11.56666667,73.9
14021729,18656,181,195,8.783333333,80.1
12342930,14434,37,81,3.633333333,62.1
4584759,14417,140,156,20.06666667,37
12081671,23004,128,376,19.51666667,72
2207581,24562,273,57,13.81666667,82
9000577,21556,123,210,14.03333333,57.9
8496029,11844,37,273,9.766666667,34
10807080,21838,501,260,3.783333333,78.1
15336109,23883,321,81,7.466666667,69.1
13668017,15755,57,255,24.71666667,77
1255496,15425,42,280,12.63333333,21.2
17395742,19237,258,502,7.866666667,51.1
11337738,13593,4,76,16,75.9
11491754,19793,93,59,33.61666667,71.1
9568224,12981,75,49,9.55,66
13711804,10860,244,468,28.75,64.9
10940974,20454,98,182,8.866666667,84.9
2713988,18017,190,67,4.883333333,75.9
13333962,20342,24,99,2.233333333,33.1
13272330,22383,35,2,13.03333333,57
9974338,12567,91,191,2.6,66.9
10990737,24487,212,71,9.8,71.1
5898864,21180,230,153,7.95,75
1860170,24726,346,191,7.933333333,66
13463555,18998,146,134,4.966666667,48
10507287,19851,172,268,6.766666667,75.9
10264100,22631,61,58,3.533333333,66.9
13657881,20164,511,58,13.73333333,81
13971948,22066,174,56,13.86666667,66
2696385,21234,195,37,5.933333333,68
8446200,23439,154,67,8.883333333,50
7142150,21088,499,260,7.466666667,64.9
14126338,15370,157,35,23.81666667,60.1
7189021,23135,313,34,3.75,70
9523046,18517,172,74,10.98333333,62.1
3742105,13640,318,318,8.516666667,62.1
8591368,11327,287,166,27.51666667,8.1
14881888,14206,301,289,3.516666667,82.9
8484398,22736,174,301,13.63333333,39.9
12177750,15088,32,369,22.95,64.9
12843143,21198,100,172,14.61666667,51.1
1619169,16818,229,227,3.716666667,66.9
8603173,10973,217,174,10.48333333,39.9
5856490,17950,276,222,6.366666667,59
12730128,20202,183,66,12.7,46
13147354,19775,140,113,13.03333333,28
4284952,22052,173,49,12.88333333,51.1
16831815,19852,169,77,4.583333333,69.8
3524291,14560,85,56,22,77
11216941,17821,259,316,23.31666667,68
8596776,19599,48,100,5.4,32
17470464,20506,253,344,5.35,30
3344995,15676,71,181,7.883333333,72
12209369,10004,233,211,14.81666667,78.1
7122565,17409,69,372,11.8,60.1
16526115,20265,364,133,6.316666667,73
5609956,19978,302,302,10.93333333,55.9
4221158,13430,141,234,21.13333333,26.1
16823263,19927,106,33,13.41666667,60.1
14532525,21013,142,177,15.2,82
12499039,24816,66,286,9.05,46.9
11205722,10000,283,35,14.18333333,82.9
7159314,21189,49,56,11.06666667,66.9
11378098,17404,163,114,13.95,77
14697641,24631,5,75,8.4,78.1
7654234,18437,133,283,7.533333333,70
5586291,22061,175,100,9.283333333,69.1
7592285,11749,207,37,17.66666667,57.9
5533150,22425,425,425,2.016666667,78.1
16514975,15158,286,219,22.9,77
7492333,21202,284,191,9.566666667,80.1
10637091,21743,89,315,22.71666667,75.9
13836708,23494,255,199,17.15,50
16081321,13527,297,316,3.433333333,75
5321212,16412,329,232,13.9,73
6076069,20039,202,55,4.583333333,79
4010909,18890,108,320,8.05,54
13271856,14112,180,51,18.4,55.9
11533086,11519,241,233,8.6,80.1
8571901,12487,171,282,7.716666667,37
13706993,18562,419,425,6.066666667,75.9
16258972,12498,59,211,12.18333333,50
9867961,19855,36,23,10.8,75
16982387,18109,89,77,7.983333333,70
8824631,13018,172,364,6.633333333,48
12504810,22796,227,229,2.616666667,44.1
5965292,10971,288,173,15.76666667,59
15543052,22720,47,192,12.36666667,86
16073757,12718,245,177,18.68333333,66.9
16624168,23272,282,55,19.36666667,81
12116653,17777,195,37,6.683333333,51.8
11934140,16059,81,181,8.333333333,81
15633248,14149,289,289,9.45,69.1
10324914,17104,381,382,4.483333333,84.9
11365226,21398,313,212,20.96666667,77
6450503,10127,106,192,12.65,82
7029205,19888,313,343,11.46666667,78.1
13752175,20151,199,212,4.75,57.9
1837425,11895,156,111,17.75,75
15132107,13876,212,31,4.366666667,68
7435838,17126,182,53,3.75,66.9
12580071,11791,131,127,7.866666667,69.1
16694621,15106,43,174,6.85,71.1
4596424,18960,66,98,4.716666667,46.9
12774239,12260,291,327,11.28333333,64.9
3207637,11418,140,302,20.01666667,82
9410629,17814,216,510,4.916666667,62.1
10530122,12780,324,304,17.81666667,82.9
12029530,11672,21,332,26.36666667,75.9
12062654,18107,117,296,4.416666667,69.1
2326934,16218,35,45,18.63333333,73.9
11886477,19560,215,19,18.56666667,62.1
17251004,14553,171,208,7.283333333,39.9
4364250,16112,338,255,6.75,34
10751965,11971,48,359,3.3,75.9
16620408,22144,190,87,5.533333333,72
13406788,14457,28,93,4.183333333,28.9
4540080,23799,52,174,6.95,16
16306096,19850,53,77,10.38333333,64
8395337,14333,241,77,9.233333333,34
2468389,10845,92,140,12.88333333,84
1489058,18697,274,98,14.86666667,46
4775378,16878,334,254,7.8,55
12650575,16774,38,313,19.41666667,52
10502095,19240,163,93,11.58333333,78.1
16531470,15084,282,19,11.73333333,91
8147305,11820,66,133,2.933333333,52
15625364,11362,291,329,13.51666667,75
2490895,10694,52,74,12.81666667,69.1
15720121,10906,28,113,6.066666667,81
13392694,10022,596,604,6.333333333,28
7804270,22954,133,287,12.15,55
13072583,16047,119,128,13.06666667,45
13155206,18838,52,304,29.56666667,55
15149414,15542,320,90,19.18333333,68
4417293,21451,48,58,11.46666667,28.9
4435046,16070,217,66,5.5,16
12689570,24817,394,68,5.466666667,42.1
8306330,13271,212,211,9.016666667,46.9
10658363,10980,131,127,9.016666667,77
16792962,22949,77,59,13.26666667,73
3080924,20922,321,195,12.15,63
2958011,22171,17,317,20.58333333,69.8
16609577,12832,109,80,7.483333333,91
14830238,17081,289,94,3.683333333,78.1
16798734,20721,41,280,20.55,68
8387267,24995,43,112,10.66666667,32
11093972,15758,92,29,5.483333333,73
9704833,23936,174,182,12.5,84.9
15776695,23577,74,177,27.01666667,77
16511838,10094,328,426,17.13333333,77
13971203,23256,76,66,10.93333333,66
7878360,20903,231,470,21.85,55.9
5287938,23869,176,153,23.4,78.1
4578240,19036,56,108,10.55,16
10194581,17411,58,144,8.45,87.1
8651188,10491,75,71,6.85,26.1
5155557,17576,207,108,15.05,64.9
17270648,21652,47,77,11.15,52
13760008,13600,423,413,13.53333333,69.1
9504718,21086,109,71,5.15,68
12602425,18692,241,342,8.416666667,57.9
2069090,17738,220,245,20.15,77
12138081,10952,238,234,4.4,60.1
1188346,13659,48,340,21.33333333,41
17356158,20801,313,99,20.28333333,60.1
15941671,14826,182,164,8.583333333,71.1
7181858,23700,354,451,9.816666667,70
6825487,14275,340,106,13.78333333,69.1
2579333,20597,177,232,14.45,75
12653493,24626,149,184,6.116666667,55
6123265,24231,66,287,8.016666667,64.9
7451729,16711,192,125,13.1,62.1
1923667,24916,227,283,32.88333333,77
12741510,21746,364,96,12.18333333,45
2905261,19934,260,257,20.76666667,75
16685635,12884,54,143,24.66666667,64
16711323,14700,122,342,2.55,64.9
9180200,16667,181,176,7.466666667,59
5234037,11949,195,255,8.383333333,51.1
2666820,20526,181,301,9.4,78.1
16620214,12233,94,43,27.1,72
10010290,14808,94,74,13.13333333,87.1
14675363,18281,117,334,7.183333333,73.9
17188867,13254,176,194,13.61666667,51.1
7806446,24941,346,100,10.01666667,59
13934419,10181,418,426,7.166666667,60.1
16795737,15641,260,260,33.5,73.9
11744087,19800,117,334,7.45,90
9669430,19189,52,211,5.033333333,68
13601540,17895,72,81,9.833333333,69.1
1111595,15166,287,91,3.65,19
16260313,21602,144,98,15.75,52
3383532,13248,183,331,18.83333333,84
17268093,19302,283,49,3.3,45
13959916,23630,240,318,3.566666667,60.1
16779454,20281,75,59,11.25,78.1
1434124,24175,240,314,7.466666667,44.1
10557760,20414,240,306,3.616666667,80.1
